Row,DateTime,Pressure,Depth0,Depth,Cry,Changedepth,Average5,Average10,Average20,Average30,ChangeAv5,ChangeAv10,ChangeAv20,ChangeAv30
166,2020-09-08 10:18:01,-0.829328524,0.829328524,1.658657048,,-0.020227525,,,,,,,,
167,2020-09-08 10:18:02,-0.851112012,0.851112012,1.702224024,,0.021783488,,,,,,,,
168,2020-09-08 10:18:03,-0.849556049,0.849556049,1.699112098,,-0.001555963,,,,,,,,
169,2020-09-08 10:18:04,-0.840220268,0.840220268,1.680440536,,-0.009335781,,,,,,,,
170,2020-09-08 10:18:05,-0.852667976,0.852667976,1.705335952,,0.012447708,,,,,,,,
171,2020-09-08 10:18:06,-0.844888159,0.844888159,1.689776318,,-0.007779817,,,,,,,,
172,2020-09-08 10:18:07,-0.832030987,0.832030987,1.664061974,,-0.012857172,,,,,,,,
173,2020-09-08 10:18:08,-0.843184008,0.843184008,1.686368016,,0.011153021,,,,,,,,
174,2020-09-08 10:18:09,-0.83039313,0.83039313,1.66078626,,-0.012790878,,,,,,,,
175,2020-09-08 10:18:10,-0.823919699,0.823919699,1.647839398,,-0.006473431,,,,,,,,
176,2020-09-08 10:18:11,-0.835306699,0.835306699,1.670613398,,0.011387,,,,,,,,
177,2020-09-08 10:18:12,-0.838738398,0.838738398,1.677476796,,0.003431699,,,,,,,,
178,2020-09-08 10:18:13,-0.843332195,0.843332195,1.68666439,,0.004593797,,,,,,,,
179,2020-09-08 10:18:14,-0.833996414,0.833996414,1.667992828,,-0.009335781,,,,,,,,
180,2020-09-08 10:18:15,-0.840220268,0.840220268,1.680440536,,0.006223854,,,,,,,,
181,2020-09-08 10:18:16,-0.833996414,0.833996414,1.667992828,,-0.006223854,,,,,,,,
182,2020-09-08 10:18:17,-0.838664305,0.838664305,1.67732861,,0.004667891,,,,,,,,
183,2020-09-08 10:18:18,-0.809100999,0.809100999,1.618201998,,-0.029563306,,,,,,,,
184,2020-09-08 10:18:19,-0.838664305,0.838664305,1.67732861,,0.029563306,,,,,,,,
185,2020-09-08 10:18:20,-0.848409549,0.848409549,1.696819098,,0.009745244,,,,,,,,
186,2020-09-08 10:18:21,-0.825401569,0.825401569,1.650803138,,-0.02300798,,,,,,,,
187,2020-09-08 10:18:22,-0.83039313,0.83039313,1.66078626,,0.004991561,,,,,,,,
188,2020-09-08 10:18:23,-0.849111488,0.849111488,1.698222976,,0.018718358,,,,,,,,
189,2020-09-08 10:18:24,-0.846771693,0.846771693,1.693543386,,-0.002339795,,,,,,,,
190,2020-09-08 10:18:25,-0.841702138,0.841702138,1.683404276,,-0.005069555,,,,,,,,
191,2020-09-08 10:18:26,-0.830884487,0.830884487,1.661768974,,-0.010817651,,,,,,,,
192,2020-09-08 10:18:27,-0.824660634,0.824660634,1.649321268,,-0.006223853,,,,,,,,
193,2020-09-08 10:18:28,-0.832440451,0.832440451,1.664880902,,0.007779817,,,,,,,,
194,2020-09-08 10:18:29,-0.844888158,0.844888158,1.689776316,,0.012447707,,,,,,,,
195,2020-09-08 10:18:30,-0.830884487,0.830884487,1.661768974,,-0.014003671,,,,,,,,
196,2020-09-08 10:18:31,-0.832440451,0.832440451,1.664880902,,0.001555964,,,,,,,,
197,2020-09-08 10:18:32,-0.82310467,0.82310467,1.64620934,,-0.009335781,,,,,,,,
198,2020-09-08 10:18:33,-0.815652424,0.815652424,1.631304848,,-0.007452246,,,,,,,,
199,2020-09-08 10:18:34,-0.832810918,0.832810918,1.665621836,,0.017158494,,,,,,,,
200,2020-09-08 10:18:35,-0.828755274,0.828755274,1.657510548,,-0.004055644,,,,,,,,
201,2020-09-08 10:18:36,-0.822437829,0.822437829,1.644875658,,-0.006317445,,,,,,,,
202,2020-09-08 10:18:37,-0.827117418,0.827117418,1.654234836,,0.004679589,,,,,,,,
203,2020-09-08 10:18:38,-0.829847178,0.829847178,1.659694356,,0.00272976,,,,,,,,
204,2020-09-08 10:18:39,-0.841776232,0.841776232,1.683552464,,0.011929054,,,,,,,,
205,2020-09-08 10:18:40,-0.82310467,0.82310467,1.64620934,,-0.018671562,,,,,,,,
206,2020-09-08 10:18:41,-0.82310467,0.82310467,1.64620934,,0,,,,,,,,
207,2020-09-08 10:18:42,-0.835552378,0.835552378,1.671104756,,0.012447708,,,,,,,,
208,2020-09-08 10:18:43,-0.821548707,0.821548707,1.643097414,,-0.014003671,,,,,,,,
209,2020-09-08 10:18:44,-0.815324853,0.815324853,1.630649706,,-0.006223854,,,,,,,,
210,2020-09-08 10:18:45,-0.82310467,0.82310467,1.64620934,,0.007779817,,,,,,,,
211,2020-09-08 10:18:46,-0.83039313,0.83039313,1.66078626,,0.00728846,,,,,,,,
212,2020-09-08 10:18:47,-0.832810918,0.832810918,1.665621836,,0.002417788,,,,,,,,
213,2020-09-08 10:18:48,-0.812376712,0.812376712,1.624753424,,-0.020434206,,,,,,,,
214,2020-09-08 10:18:49,-0.834292788,0.834292788,1.668585576,,0.021916076,,,,,,,,
215,2020-09-08 10:18:50,-0.833668843,0.833668843,1.667337686,,-0.000623945,,,,,,,,
216,2020-09-08 10:18:51,-0.823919699,0.823919699,1.647839398,,-0.009749144,,,,,,,,
217,2020-09-08 10:18:52,-0.830884487,0.830884487,1.661768974,,0.006964788,,,,,,,,
218,2020-09-08 10:18:53,-0.819992743,0.819992743,1.639985486,,-0.010891744,,,,,,,,
219,2020-09-08 10:18:54,-0.810656962,0.810656962,1.621313924,,-0.009335781,,,,,,,,
220,2020-09-08 10:18:55,-0.830884487,0.830884487,1.661768974,,0.020227525,,,,,,,,
221,2020-09-08 10:18:56,-0.82777256,0.82777256,1.65554512,,-0.003111927,,,,,,,,
222,2020-09-08 10:18:57,-0.816880816,0.816880816,1.633761632,,-0.010891744,,,,,,,,
223,2020-09-08 10:18:58,-0.815324853,0.815324853,1.630649706,,-0.001555963,,,,,,,,
224,2020-09-08 10:18:59,-0.800911718,0.800911718,1.601823436,,-0.014413135,,,,,,,,
225,2020-09-08 10:19:00,-0.812064739,0.812064739,1.624129478,,0.011153021,,,,,,,,
226,2020-09-08 10:19:01,-0.809100999,0.809100999,1.618201998,,-0.00296374,,,,,,,,
227,2020-09-08 10:19:02,-0.816510349,0.816510349,1.633020698,,0.00740935,,,,,,,,
228,2020-09-08 10:19:03,-0.833668843,0.833668843,1.667337686,,0.017158494,,,,,,,,
229,2020-09-08 10:19:04,-0.820955959,0.820955959,1.641911918,,-0.012712884,,,,,,,,
230,2020-09-08 10:19:05,-0.824660634,0.824660634,1.649321268,,0.003704675,,,,,,,,
231,2020-09-08 10:19:06,-0.810656962,0.810656962,1.621313924,,-0.014003672,,,,,,,,
232,2020-09-08 10:19:07,-0.807545036,0.807545036,1.615090072,,-0.003111926,,,,,,,,
233,2020-09-08 10:19:08,-0.807545036,0.807545036,1.615090072,,0,,,,,,,,
234,2020-09-08 10:19:09,-0.82310467,0.82310467,1.64620934,,0.015559634,,,,,,,,
235,2020-09-08 10:19:10,-0.805989072,0.805989072,1.611978144,,-0.017115598,,,,,,,,
236,2020-09-08 10:19:11,-0.802877145,0.802877145,1.60575429,,-0.003111927,,,,,,,,
237,2020-09-08 10:19:12,-0.802549574,0.802549574,1.605099148,,-0.000327571,,,,,,,,
238,2020-09-08 10:19:13,-0.812064739,0.812064739,1.624129478,,0.009515165,,,,,,,,
239,2020-09-08 10:19:14,-0.818928137,0.818928137,1.637856274,,0.006863398,,,,,,,,
240,2020-09-08 10:19:15,-0.816510349,0.816510349,1.633020698,,-0.002417788,,,,,,,,
241,2020-09-08 10:19:16,-0.797636005,0.797636005,1.59527201,,-0.018874344,,,,,,,,
242,2020-09-08 10:19:17,-0.815028479,0.815028479,1.630056958,,0.017392474,,,,,,,,
243,2020-09-08 10:19:18,-0.807545036,0.807545036,1.615090072,,-0.007483443,,,,,,,,
244,2020-09-08 10:19:19,-0.807545036,0.807545036,1.615090072,,0,,,,,,,,
245,2020-09-08 10:19:20,-0.802877145,0.802877145,1.60575429,,-0.004667891,,,,,,,,
246,2020-09-08 10:19:21,-0.819992743,0.819992743,1.639985486,,0.017115598,,,,,,,,
247,2020-09-08 10:19:22,-0.810656962,0.810656962,1.621313924,,-0.009335781,,,,,,,,
248,2020-09-08 10:19:23,-0.821548707,0.821548707,1.643097414,,0.010891745,,,,,,,,
249,2020-09-08 10:19:24,-0.815324853,0.815324853,1.630649706,,-0.006223854,,,,,,,,
250,2020-09-08 10:19:25,-0.809100999,0.809100999,1.618201998,,-0.006223854,,,,,,,,
251,2020-09-08 10:19:26,-0.819474089,0.819474089,1.638948178,,0.01037309,,,,,,,,
252,2020-09-08 10:19:27,-0.833668843,0.833668843,1.667337686,,0.014194754,,,,,,,,
253,2020-09-08 10:19:28,-0.820955959,0.820955959,1.641911918,,-0.012712884,,,,,,,,
254,2020-09-08 10:19:29,-0.815652424,0.815652424,1.631304848,,-0.005303535,,,,,,,,
255,2020-09-08 10:19:30,-0.816510349,0.816510349,1.633020698,,0.000857925,,,,,,,,
256,2020-09-08 10:19:31,-0.816880816,0.816880816,1.633761632,,0.000370467,,,,,,,,
257,2020-09-08 10:19:32,-0.809100999,0.809100999,1.618201998,,-0.007779817,,,,,,,,
258,2020-09-08 10:19:33,-0.816880816,0.816880816,1.633761632,,0.007779817,,,,,,,,
259,2020-09-08 10:19:34,-0.815324853,0.815324853,1.630649706,,-0.001555963,,,,,,,,
260,2020-09-08 10:19:35,-0.804433109,0.804433109,1.608866218,,-0.010891744,,,,,,,,
261,2020-09-08 10:19:36,-0.815652424,0.815652424,1.631304848,,0.011219315,,,,,,,,
262,2020-09-08 10:19:37,-0.817992219,0.817992219,1.635984438,,0.002339795,,,,,,,,
263,2020-09-08 10:19:38,-0.809100999,0.809100999,1.618201998,,-0.00889122,,,,,,,,
264,2020-09-08 10:19:39,-0.819474089,0.819474089,1.638948178,,0.01037309,,,,,,,,
265,2020-09-08 10:19:40,-0.81729028,0.81729028,1.63458056,,-0.002183809,,,,,,,,
266,2020-09-08 10:19:41,-0.810582869,0.810582869,1.621165738,,-0.006707411,,,,,,,,
267,2020-09-08 10:19:42,-0.816880816,0.816880816,1.633761632,,0.006297947,,,,,,,,
268,2020-09-08 10:19:43,-0.815324853,0.815324853,1.630649706,,-0.001555963,,,,,,,,
269,2020-09-08 10:19:44,-0.804433109,0.804433109,1.608866218,,-0.010891744,,,,,,,,
270,2020-09-08 10:19:45,-0.813768889,0.813768889,1.627537778,,0.00933578,,,,,,,,
271,2020-09-08 10:19:46,-0.824660634,0.824660634,1.649321268,,0.010891745,,,,,,,,
272,2020-09-08 10:19:47,-0.819992743,0.819992743,1.639985486,,-0.004667891,,,,,,,,
273,2020-09-08 10:19:48,-0.81843678,0.81843678,1.63687356,,-0.001555963,,,,,,,,
274,2020-09-08 10:19:49,-0.810738855,0.810738855,1.62147771,,-0.007697925,,,,,,,,
275,2020-09-08 10:19:50,-0.815028479,0.815028479,1.630056958,,0.004289624,,,,,,,,
276,2020-09-08 10:19:51,-0.805825286,0.805825286,1.611650572,,-0.009203193,,,,,,,,
277,2020-09-08 10:19:52,-0.806137259,0.806137259,1.612274518,,0.000311973,,,,,,,,
278,2020-09-08 10:19:53,-0.805825286,0.805825286,1.611650572,,-0.000311973,,,,,,,,
